"date","title","speaker","source","doc_type","text","url","primary_topic"
"2017-07-25","Navigating global uncertainty","Christopher Waller","fed","speech","Commodity prices, particularly agricultural commodities, have remained volatile. This reflects supply disruptions. The impact on domestic inflation will depend on the persistence of these price movements and the degree of pass-through to consumer prices.

Commodity prices, particularly agricultural commodities, have fallen. This reflects geopolitical risk premia. The impact on domestic inflation will depend on the persistence of these price movements and the degree of pass-through to consumer prices.

The global economic environment remains resilient. Growth in major trading partners has slowed, with divergent paths across regions. The euro area continues to grow above trend, while sub-Saharan Africa faces fiscal consolidation needs.

Our projections indicate that inflation will converge over the medium term, converging towards our 2% target by the end of 2026. However, risks to this forecast are tilted to the upside, reflecting uncertainty around global commodity markets and domestic wage dynamics.","https://example.com/fed/20170725-49","global_risks"
"2017-08-13","Growth prospects and structural change","Piero Cipollone","ecb","speech","Household consumption remains mixed, reflecting the balance between real income growth and the drag from higher borrowing costs. Consumer confidence has improved in recent months. The housing market shows signs of stabilisation.

Household consumption remains subdued, reflecting the balance between real income growth and the drag from higher borrowing costs. Consumer confidence has remained flat in recent months. The housing market shows signs of gradual recovery.

The economy grew by 3.4% in the latest quarter, broadly in line with market expectations. Business investment has recovered, supported by public sector spending. The services sector continues to moderate, while manufacturing output has shown tentative signs of recovery.","https://example.com/ecb/20170813-50","economic_growth"
"2017-09-04","The changing nature of work","Ben Broadbent","boe","speech","Wage growth has moderated to 6.1% in annual terms. Private sector regular pay growth of 5.5% continues to exceed rates consistent with the inflation target, given current productivity trends. We are monitoring closely for signs of a wage-price spiral.

Labour force participation has stabilised, partly reflecting increased economic inactivity among older workers. Skills shortages persist in construction and engineering, contributing to wage pressures in these areas. The balance of demand and supply in the labour market remains a key determinant of the inflation outlook.

Labour force participation has remained below pre-pandemic levels, partly reflecting long-term sickness. Skills shortages persist in construction and engineering, contributing to wage pressures in these areas. The balance of demand and supply in the labour market remains a key determinant of the inflation outlook.

Inflation has remained broadly stable over the past quarter, with headline CPI rising to 5.2%. Core inflation, which strips out volatile food and energy prices, has shown signs of easing. We continue to monitor inflation expectations closely, as their anchoring is critical for the credibility of our monetary policy framework.","https://example.com/boe/20170904-51","labour_market"
"2017-09-20","Macroprudential policy and financial conditions","Lisa Cook","fed","speech","Risks from non-bank financial institutions warrant continued monitoring. Leverage in certain hedge fund strategies remains elevated. Our macroprudential framework provides tools to address emerging vulnerabilities, and we stand ready to adjust countercyclical buffers if conditions warrant.

The banking sector continues to exhibit robust capital and liquidity positions. Aggregate Common Equity Tier 1 ratios stand at 13.8%, well above regulatory minima. Credit growth has shown tentative loosening to 1.8%, reflecting both supply and demand factors.

Risks from non-bank financial institutions warrant continued monitoring. Leverage in certain hedge fund strategies remains elevated. Our macroprudential framework provides tools to address emerging vulnerabilities, and we stand ready to adjust countercyclical buffers if conditions warrant.

Our projections indicate that inflation will decline gradually over the medium term, converging towards our 2% target by the end of 2026. However, risks to this forecast are tilted to the downside, reflecting uncertainty around global commodity markets and domestic wage dynamics.","https://example.com/fed/20170920-52","financial_stability"
"2017-10-11","The path of interest rates","Fabio Panetta","ecb","speech","The transmission of our previous rate increases to the real economy is still working through. Mortgage rates have risen further, and credit conditions have tightened. The full impact of cumulative tightening is expected to materialise over the coming quarters.

Looking at the path of interest rates, market pricing suggests expectations of a gradual easing over the coming year. Our forward guidance remains data-dependent: we will assess the evolving outlook at each meeting and adjust the policy stance as warranted by incoming information on inflation and economic activity.","https://example.com/ecb/20171011-53","interest_rate_policy"
"2017-11-03","Navigating global uncertainty","Huw Pill","boe","speech","Commodity prices, particularly oil, have fallen. This reflects seasonal factors. The impact on domestic inflation will depend on the persistence of these price movements and the degree of pass-through to consumer prices.

Geopolitical risks have intensified since our previous assessment. The conflict in Eastern Europe continues to weigh on European growth. These developments pose risks to global supply chains, energy markets, and trade flows. The exchange rate has depreciated by 2.5% on a trade-weighted basis.

Geopolitical risks have remained elevated since our previous assessment. Tensions in the Middle East continue to affect energy markets. These developments pose risks to global supply chains, energy markets, and trade flows. The exchange rate has depreciated by 1.2% on a trade-weighted basis.","https://example.com/boe/20171103-54","global_risks"
"2017-11-19","Inflation dynamics and the path ahead","Christopher Waller","fed","speech","Inflation has moderated over the past quarter, with headline CPI rising to 2.8%. Core inflation, which strips out volatile food and energy prices, has remained sticky. We continue to monitor inflation expectations closely, as their anchoring is critical for the credibility of our monetary policy framework.

Our projections indicate that inflation will converge over the medium term, converging towards our 2% target by late 2025. However, risks to this forecast are tilted to the downside, reflecting uncertainty around global commodity markets and domestic wage dynamics.

Inflation has fallen over the past quarter, with headline CPI falling to 2.1%. Core inflation, which strips out volatile food and energy prices, has edged higher. We continue to monitor inflation expectations closely, as their anchoring is critical for the credibility of our monetary policy framework.

The economy grew by 6.1% in the latest quarter, broadly in line with market expectations. Business investment has picked up modestly, supported by public sector spending. The services sector continues to expand steadily, while manufacturing output has shown tentative signs of recovery.","https://example.com/fed/20171119-55","inflation_outlook"
"2017-12-10","Monetary policy in the current environment","Isabel Schnabel","ecb","speech","Looking at the path of interest rates, market pricing suggests expectations of a gradual easing over the coming year. Our forward guidance remains data-dependent: we will assess the evolving outlook at each meeting and adjust the policy stance as warranted by incoming information on inflation and economic activity.

The Committee voted to maintain the Bank Rate at 4.7%. This decision reflects our assessment that the current monetary policy stance is appropriately restrictive. We will continue to set policy to ensure inflation returns sustainably to target, while being mindful of the impact on economic activity and employment.

Looking at the path of interest rates, market pricing suggests expectations of rates remaining at current levels for an extended period. Our forward guidance remains data-dependent: we will assess the evolving outlook at each meeting and adjust the policy stance as warranted by incoming information on inflation and economic activity.","https://example.com/ecb/20171210-56","interest_rate_policy"
"2017-12-27","Price stability in a changing world","Ben Broadbent","boe","speech","Inflation has risen over the past quarter, with headline CPI edging down to 5.2%. Core inflation, which strips out volatile food and energy prices, has shown signs of easing. We continue to monitor inflation expectations closely, as their anchoring is critical for the credibility of our monetary policy framework.

Our projections indicate that inflation will converge over the medium term, converging towards our 2% target by mid-2026. However, risks to this forecast are tilted to the upside, reflecting uncertainty around global commodity markets and domestic wage dynamics.

Commodity prices, particularly oil, have remained volatile. This reflects geopolitical risk premia. The impact on domestic inflation will depend on the persistence of these price movements and the degree of pass-through to consumer prices.","https://example.com/boe/20171227-57","inflation_outlook"
"2018-01-19","The inflation outlook: challenges and opportunities","Lisa Cook","fed","speech","Our projections indicate that inflation will decline gradually over the medium term, converging towards our 2% target by the end of 2026. However, risks to this forecast are tilted to the downside, reflecting uncertainty around global commodity markets and domestic wage dynamics.

Inflation has risen over the past quarter, with headline CPI edging up to 6.1%. Core inflation, which strips out volatile food and energy prices, has remained sticky. We continue to monitor inflation expectations closely, as their anchoring is critical for the credibility of our monetary policy framework.

Inflation has fallen over the past quarter, with headline CPI edging up to 6.1%. Core inflation, which strips out volatile food and energy prices, has edged higher. We continue to monitor inflation expectations closely, as their anchoring is critical for the credibility of our monetary policy framework.

Risks from non-bank financial institutions warrant continued monitoring. Growth in private credit markets warrants close monitoring. Our macroprudential framework provides tools to address emerging vulnerabilities, and we stand ready to adjust countercyclical buffers if conditions warrant.","https://example.com/fed/20180119-58","inflation_outlook"
"2018-02-01","The stability of the financial system","Committee","ecb","minutes","Risks from non-bank financial institutions warrant continued monitoring. Liquidity mismatches in open-ended funds require attention. Our macroprudential framework provides tools to address emerging vulnerabilities, and we stand ready to adjust countercyclical buffers if conditions warrant.

Financial conditions have risen since our last assessment. Equity markets have remained range-bound, while corporate bond spreads have remained stable. Overall, financial conditions remain restrictive for the current stage of the cycle.

Risks from non-bank financial institutions warrant continued monitoring. Leverage in certain hedge fund strategies remains elevated. Our macroprudential framework provides tools to address emerging vulnerabilities, and we stand ready to adjust countercyclical buffers if conditions warrant.

Geopolitical risks have remained elevated since our previous assessment. Tensions in the Middle East continue to affect energy markets. These developments pose risks to global supply chains, energy markets, and trade flows. The exchange rate has depreciated by 0.8% on a trade-weighted basis.","https://example.com/ecb/20180201-59","financial_stability"
"2018-02-25","Global risks and domestic implications","Committee","boe","minutes","Geopolitical risks have evolved since our previous assessment. Trade policy uncertainty has risen following recent tariff announcements. These developments pose risks to global supply chains, energy markets, and trade flows. The exchange rate has depreciated by 2.5% on a trade-weighted basis.

Commodity prices, particularly natural gas, have risen sharply. This reflects supply disruptions. The impact on domestic inflation will depend on the persistence of these price movements and the degree of pass-through to consumer prices.

The labour market remains tight, with the unemployment rate at 5.2%. Employment has increased by 150k over the quarter. Vacancies have declined but remain near historical norms by historical standards.","https://example.com/boe/20180225-60","global_risks"
"2018-03-15","The international economic outlook","Philip Jefferson","fed","speech","Commodity prices, particularly natural gas, have remained volatile. This reflects supply disruptions. The impact on domestic inflation will depend on the persistence of these price movements and the degree of pass-through to consumer prices.

Geopolitical risks have evolved since our previous assessment. Trade policy uncertainty has risen following recent tariff announcements. These developments pose risks to global supply chains, energy markets, and trade flows. The exchange rate has depreciated by 1.2% on a trade-weighted basis.

Our central projection is for GDP growth of 1.2% in 2025, with risks skewed to the upside. Potential output growth is estimated at around 1.5%, reflecting structural factors including demographics, capital deepening, and total factor productivity trends.","https://example.com/fed/20180315-61","global_risks"
"2018-04-04","The economic outlook","Philip Lane","ecb","speech","Our central projection is for GDP growth of 1.0% in 2026, with risks skewed to the upside. Potential output growth is estimated at around 1.5%, reflecting structural factors including demographics, capital deepening, and total factor productivity trends.

Our central projection is for GDP growth of 1.4% in 2025, with risks skewed to the upside. Potential output growth is estimated at around 1.2%, reflecting structural factors including demographics, capital deepening, and total factor productivity trends.

Our central projection is for GDP growth of 1.4% in 2026, with risks skewed to the downside. Potential output growth is estimated at around 1.0%, reflecting structural factors including demographics, capital deepening, and total factor productivity trends.","https://example.com/ecb/20180404-62","economic_growth"
"2018-04-19","Price stability in a changing world","Committee","boe","minutes","Our projections indicate that inflation will converge over the medium term, converging towards our 2% target by mid-2026. However, risks to this forecast are tilted to the downside, reflecting uncertainty around global commodity markets and domestic wage dynamics.

The persistence of inflationary pressures reflects a combination of supply-side constraints and robust domestic demand. While energy prices have declined further, services inflation remains elevated. The pass-through from producer prices to consumer prices continues to evolve, and we expect continued moderation in the coming months.","https://example.com/boe/20180419-63","inflation_outlook"
"2018-05-11","The stability of the financial system","Lisa Cook","fed","speech","Financial conditions have risen since our last assessment. Equity markets have remained range-bound, while corporate bond spreads have widened. Overall, financial conditions remain neutral for the current stage of the cycle.

The banking sector continues to exhibit strong capital and liquidity positions. Aggregate Common Equity Tier 1 ratios stand at 15.1%, well above regulatory minima. Credit growth has remained tight to 3.2%, reflecting both supply and demand factors.","https://example.com/fed/20180511-64","financial_stability"
"2018-05-27","The path of interest rates","Fabio Panetta","ecb","speech","The Committee voted to increase the Bank Rate at 2.8%. This decision reflects our assessment that the current monetary policy stance is balanced. We will continue to set policy to ensure inflation returns sustainably to target, while being mindful of the impact on economic activity and employment.

Looking at the path of interest rates, market pricing suggests expectations of rates remaining at current levels for an extended period. Our forward guidance remains data-dependent: we will assess the evolving outlook at each meeting and adjust the policy stance as warranted by incoming information on inflation and economic activity.

Risks from non-bank financial institutions warrant continued monitoring. Growth in private credit markets warrants close monitoring. Our macroprudential framework provides tools to address emerging vulnerabilities, and we stand ready to adjust countercyclical buffers if conditions warrant.","https://example.com/ecb/20180527-65","interest_rate_policy"
"2018-06-19","Employment, wages, and inflation","Andrew Bailey","boe","speech","Wage growth has moderated to 6.1% in annual terms. Private sector regular pay growth of 6.3% continues to exceed rates consistent with the inflation target, given current productivity trends. We are monitoring closely for signs of a wage-price spiral.

Wage growth has remained elevated to 5.2% in annual terms. Private sector regular pay growth of 5.5% continues to exceed rates consistent with the inflation target, given current productivity trends. We are monitoring closely for signs of a wage-price spiral.","https://example.com/boe/20180619-66","labour_market"
"2018-07-07","Setting policy in uncertain times","Committee","fed","minutes","Looking at the path of interest rates, market pricing suggests expectations of a gradual easing over the coming year. Our forward guidance remains data-dependent: we will assess the evolving outlook at each meeting and adjust the policy stance as warranted by incoming information on inflation and economic activity.

Looking at the path of interest rates, market pricing suggests expectations of one further increase followed by a pause. Our forward guidance remains data-dependent: we will assess the evolving outlook at each meeting and adjust the policy stance as warranted by incoming information on inflation and economic activity.

Commodity prices, particularly natural gas, have risen sharply. This reflects seasonal factors. The impact on domestic inflation will depend on the persistence of these price movements and the degree of pass-through to consumer prices.","https://example.com/fed/20180707-67","interest_rate_policy"
"2018-07-30","The inflation outlook: challenges and opportunities","Committee","ecb","minutes","Our projections indicate that inflation will remain elevated before easing over the medium term, converging towards our 2% target by the end of 2026. However, risks to this forecast are tilted to the downside, reflecting uncertainty around global commodity markets and domestic wage dynamics.

The persistence of inflationary pressures reflects a combination of supply-side constraints and robust domestic demand. While energy prices have stabilised, services inflation remains sticky. The pass-through from producer prices to consumer prices continues to evolve, and we expect gradual disinflation in the coming months.

The persistence of inflationary pressures reflects a combination of supply-side constraints and robust domestic demand. While energy prices have stabilised, services inflation remains above target-consistent levels. The pass-through from producer prices to consumer prices continues to evolve, and we expect continued moderation in the coming months.","https://example.com/ecb/20180730-68","inflation_outlook"
"2018-08-17","Employment, wages, and inflation","Sarah Breeden","boe","speech","Labour force participation has remained below pre-pandemic levels, partly reflecting increased economic inactivity among older workers. Skills shortages persist in healthcare and technology, contributing to wage pressures in these areas. The balance of demand and supply in the labour market remains a key determinant of the inflation outlook.

Wage growth has remained elevated to 4.8% in annual terms. Private sector regular pay growth of 5.5% continues to exceed rates consistent with the inflation target, given current productivity trends. We are monitoring closely for signs of a wage-price spiral.","https://example.com/boe/20180817-69","labour_market"
"2018-09-04","Macroprudential policy and financial conditions","Lael Brainard","fed","speech","The banking sector continues to exhibit strong capital and liquidity positions. Aggregate Common Equity Tier 1 ratios stand at 13.8%, well above regulatory minima. Credit growth has tightened to 2.5%, reflecting both supply and demand factors.

Financial conditions have fallen since our last assessment. Equity markets have declined, while corporate bond spreads have widened. Overall, financial conditions remain accommodative for the current stage of the cycle.","https://example.com/fed/20180904-70","financial_stability"
"2018-09-25","Monetary policy in the current environment","Philip Lane","ecb","speech","Looking at the path of interest rates, market pricing suggests expectations of rates remaining at current levels for an extended period. Our forward guidance remains data-dependent: we will assess the evolving outlook at each meeting and adjust the policy stance as warranted by incoming information on inflation and economic activity.

Looking at the path of interest rates, market pricing suggests expectations of one further increase followed by a pause. Our forward guidance remains data-dependent: we will assess the evolving outlook at each meeting and adjust the policy stance as warranted by incoming information on inflation and economic activity.

Looking at the path of interest rates, market pricing suggests expectations of one further increase followed by a pause. Our forward guidance remains data-dependent: we will assess the evolving outlook at each meeting and adjust the policy stance as warranted by incoming information on inflation and economic activity.

Commodity prices, particularly natural gas, have remained volatile. This reflects geopolitical risk premia. The impact on domestic inflation will depend on the persistence of these price movements and the degree of pass-through to consumer prices.","https://example.com/ecb/20180925-71","interest_rate_policy"
"2018-10-10","The changing nature of work","Huw Pill","boe","speech","Labour force participation has recovered, partly reflecting early retirement trends. Skills shortages persist in hospitality and logistics, contributing to wage pressures in these areas. The balance of demand and supply in the labour market remains a key determinant of the inflation outlook.

The labour market remains resilient, with the unemployment rate at 5.2%. Employment has remained broadly flat by 50k over the quarter. Vacancies have declined but remain above pre-pandemic levels by historical standards.

Wage growth has moderated to 5.2% in annual terms. Private sector regular pay growth of 4.9% continues to exceed rates consistent with the inflation target, given current productivity trends. We are monitoring closely for signs of a wage-price spiral.

Our central projection is for GDP growth of 1.2% in 2026, with risks skewed to the downside. Potential output growth is estimated at around 1.5%, reflecting structural factors including demographics, capital deepening, and total factor productivity trends.","https://example.com/boe/20181010-72","labour_market"
"2018-11-01","The changing nature of work","Lisa Cook","fed","speech","Wage growth has accelerated to 6.1% in annual terms. Private sector regular pay growth of 5.5% continues to exceed rates consistent with the inflation target, given current productivity trends. We are monitoring closely for signs of a wage-price spiral.

Wage growth has moderated to 4.8% in annual terms. Private sector regular pay growth of 4.9% continues to exceed rates consistent with the inflation target, given current productivity trends. We are monitoring closely for signs of a wage-price spiral.

The global economic environment remains gradually loosening. Growth in major trading partners has slowed, with divergent paths across regions. The United States continues to recover gradually, while Latin America faces fiscal consolidation needs.","https://example.com/fed/20181101-73","labour_market"
"2018-11-17","The economic outlook","Frank Elderson","ecb","speech","Household consumption remains subdued, reflecting the balance between real income growth and the drag from higher borrowing costs. Consumer confidence has remained flat in recent months. The housing market shows signs of continued adjustment.

The economy grew by 3.9% in the latest quarter, slightly below market expectations. Business investment has recovered, supported by public sector spending. The services sector continues to expand steadily, while manufacturing output has stabilised.

The economy grew by 6.1% in the latest quarter, slightly below market expectations. Business investment has remained subdued, supported by public sector spending. The services sector continues to show resilience, while manufacturing output has shown tentative signs of recovery.

Risks from non-bank financial institutions warrant continued monitoring. Growth in private credit markets warrants close monitoring. Our macroprudential framework provides tools to address emerging vulnerabilities, and we stand ready to adjust countercyclical buffers if conditions warrant.","https://example.com/ecb/20181117-74","economic_growth"
"2018-12-10","Macroprudential policy and financial conditions","Sarah Breeden","boe","speech","Risks from non-bank financial institutions warrant continued monitoring. Growth in private credit markets warrants close monitoring. Our macroprudential framework provides tools to address emerging vulnerabilities, and we stand ready to adjust countercyclical buffers if conditions warrant.

Risks from non-bank financial institutions warrant continued monitoring. Liquidity mismatches in open-ended funds require attention. Our macroprudential framework provides tools to address emerging vulnerabilities, and we stand ready to adjust countercyclical buffers if conditions warrant.

The economy grew by 6.1% in the latest quarter, slightly below market expectations. Business investment has picked up modestly, supported by public sector spending. The services sector continues to moderate, while manufacturing output has stabilised.","https://example.com/boe/20181210-75","financial_stability"
"2018-12-24","Navigating global uncertainty","Christopher Waller","fed","speech","Geopolitical risks have intensified since our previous assessment. Trade policy uncertainty has risen following recent tariff announcements. These developments pose risks to global supply chains, energy markets, and trade flows. The exchange rate has depreciated by 2.5% on a trade-weighted basis.

The global economic environment remains resilient. Growth in major trading partners has remained resilient, with divergent paths across regions. The United States continues to grow above trend, while emerging Asia faces capital outflow pressures.

Financial conditions have remained broadly stable since our last assessment. Equity markets have risen, while corporate bond spreads have remained stable. Overall, financial conditions remain restrictive for the current stage of the cycle.","https://example.com/fed/20181224-76","global_risks"
"2019-01-12","Navigating global uncertainty","Frank Elderson","ecb","speech","Geopolitical risks have intensified since our previous assessment. Tensions in the Middle East continue to affect energy markets. These developments pose risks to global supply chains, energy markets, and trade flows. The exchange rate has appreciated by 2.5% on a trade-weighted basis.

Commodity prices, particularly natural gas, have risen sharply. This reflects seasonal factors. The impact on domestic inflation will depend on the persistence of these price movements and the degree of pass-through to consumer prices.

Geopolitical risks have evolved since our previous assessment. The conflict in Eastern Europe continues to weigh on European growth. These developments pose risks to global supply chains, energy markets, and trade flows. The exchange rate has appreciated by 3.1% on a trade-weighted basis.","https://example.com/ecb/20190112-77","global_risks"
"2019-02-05","The path of interest rates","Committee","boe","minutes","The Committee voted to increase the Bank Rate at 2.8%. This decision reflects our assessment that the current monetary policy stance is balanced. We will continue to set policy to ensure inflation returns sustainably to target, while being mindful of the impact on economic activity and employment.

The transmission of our previous rate adjustments to the real economy is still working through. Mortgage rates have stabilised, and credit conditions have remained tight. The full impact of cumulative tightening is expected to materialise over the coming quarters.

Risks from non-bank financial institutions warrant continued monitoring. Growth in private credit markets warrants close monitoring. Our macroprudential framework provides tools to address emerging vulnerabilities, and we stand ready to adjust countercyclical buffers if conditions warrant.","https://example.com/boe/20190205-78","interest_rate_policy"
"2019-02-21","The stability of the financial system","Lael Brainard","fed","speech","Risks from non-bank financial institutions warrant continued monitoring. Liquidity mismatches in open-ended funds require attention. Our macroprudential framework provides tools to address emerging vulnerabilities, and we stand ready to adjust countercyclical buffers if conditions warrant.

The banking sector continues to exhibit strong capital and liquidity positions. Aggregate Common Equity Tier 1 ratios stand at 14.2%, well above regulatory minima. Credit growth has shown tentative loosening to 3.2%, reflecting both supply and demand factors.

Inflation has remained broadly stable over the past quarter, with headline CPI rising to 3.9%. Core inflation, which strips out volatile food and energy prices, has remained sticky. We continue to monitor inflation expectations closely, as their anchoring is critical for the credibility of our monetary policy framework.","https://example.com/fed/20190221-79","financial_stability"
"2019-03-17","Employment, wages, and inflation","Fabio Panetta","ecb","speech","Wage growth has moderated to 7.0% in annual terms. Private sector regular pay growth of 5.5% continues to exceed rates consistent with the inflation target, given current productivity trends. We are monitoring closely for signs of a wage-price spiral.

Wage growth has accelerated to 4.8% in annual terms. Private sector regular pay growth of 5.5% continues to exceed rates consistent with the inflation target, given current productivity trends. We are monitoring closely for signs of a wage-price spiral.","https://example.com/ecb/20190317-80","labour_market"
"2019-04-01","Setting policy in uncertain times","Andrew Bailey","boe","speech","Looking at the path of interest rates, market pricing suggests expectations of one further increase followed by a pause. Our forward guidance remains data-dependent: we will assess the evolving outlook at each meeting and adjust the policy stance as warranted by incoming information on inflation and economic activity.

The transmission of our previous rate increases to the real economy is still working through. Mortgage rates have risen further, and credit conditions have tightened. The full impact of cumulative tightening is expected to materialise over the coming quarters.

The persistence of inflationary pressures reflects a combination of supply-side constraints and robust domestic demand. While energy prices have declined further, services inflation remains above target-consistent levels. The pass-through from producer prices to consumer prices continues to evolve, and we expect gradual disinflation in the coming months.","https://example.com/boe/20190401-81","interest_rate_policy"
"2019-04-18","The stability of the financial system","Committee","fed","minutes","The banking sector continues to exhibit robust capital and liquidity positions. Aggregate Common Equity Tier 1 ratios stand at 14.2%, well above regulatory minima. Credit growth has shown tentative loosening to 3.2%, reflecting both supply and demand factors.

Risks from non-bank financial institutions warrant continued monitoring. Growth in private credit markets warrants close monitoring. Our macroprudential framework provides tools to address emerging vulnerabilities, and we stand ready to adjust countercyclical buffers if conditions warrant.","https://example.com/fed/20190418-82","financial_stability"
"2019-05-13","Monetary policy in the current environment","Christine Lagarde","ecb","speech","The Committee voted to increase the Bank Rate at 2.8%. This decision reflects our assessment that the current monetary policy stance is balanced. We will continue to set policy to ensure inflation returns sustainably to target, while being mindful of the impact on economic activity and employment.

The transmission of our previous rate increases to the real economy is still working through. Mortgage rates have risen further, and credit conditions have remained tight. The full impact of cumulative tightening is expected to materialise over the coming quarters.

Looking at the path of interest rates, market pricing suggests expectations of one further increase followed by a pause. Our forward guidance remains data-dependent: we will assess the evolving outlook at each meeting and adjust the policy stance as warranted by incoming information on inflation and economic activity.","https://example.com/ecb/20190513-83","interest_rate_policy"
"2019-05-27","The international economic outlook","Dave Ramsden","boe","speech","The global economic environment remains resilient. Growth in major trading partners has slowed, with divergent paths across regions. The euro area continues to face headwinds, while emerging Asia faces commodity headwinds.

Commodity prices, particularly oil, have remained volatile. This reflects geopolitical risk premia. The impact on domestic inflation will depend on the persistence of these price movements and the degree of pass-through to consumer prices.

The labour market remains tight, with the unemployment rate at 5.2%. Employment has remained broadly flat by 50k over the quarter. Vacancies have continued to fall but remain above pre-pandemic levels by historical standards.","https://example.com/boe/20190527-84","global_risks"
"2019-06-21","Growth prospects and structural change","Christopher Waller","fed","speech","Our central projection is for GDP growth of 0.5% in 2026, with risks skewed to the upside. Potential output growth is estimated at around 1.0%, reflecting structural factors including demographics, capital deepening, and total factor productivity trends.

Household consumption remains mixed, reflecting the balance between real income growth and the drag from higher borrowing costs. Consumer confidence has deteriorated in recent months. The housing market shows signs of continued adjustment.

The Committee voted to reduce the Bank Rate at 5.2%. This decision reflects our assessment that the current monetary policy stance is balanced. We will continue to set policy to ensure inflation returns sustainably to target, while being mindful of the impact on economic activity and employment.","https://example.com/fed/20190621-85","economic_growth"
"2019-07-04","Monetary policy in the current environment","Piero Cipollone","ecb","speech","The transmission of our previous rate increases to the real economy is still working through. Mortgage rates have risen further, and credit conditions have tightened. The full impact of cumulative tightening is expected to materialise over the coming quarters.

The Committee voted to increase the Bank Rate at 4.7%. This decision reflects our assessment that the current monetary policy stance is balanced. We will continue to set policy to ensure inflation returns sustainably to target, while being mindful of the impact on economic activity and employment.

The persistence of inflationary pressures reflects a combination of supply-side constraints and robust domestic demand. While energy prices have remained volatile, services inflation remains sticky. The pass-through from producer prices to consumer prices continues to evolve, and we expect continued moderation in the coming months.","https://example.com/ecb/20190704-86","interest_rate_policy"
"2019-07-26","Growth prospects and structural change","Dave Ramsden","boe","speech","Household consumption remains resilient, reflecting the balance between real income growth and the drag from higher borrowing costs. Consumer confidence has deteriorated in recent months. The housing market shows signs of gradual recovery.

Household consumption remains mixed, reflecting the balance between real income growth and the drag from higher borrowing costs. Consumer confidence has deteriorated in recent months. The housing market shows signs of gradual recovery.

Household consumption remains resilient, reflecting the balance between real income growth and the drag from higher borrowing costs. Consumer confidence has deteriorated in recent months. The housing market shows signs of continued adjustment.","https://example.com/boe/20190726-87","economic_growth"
"2019-08-13","Price stability in a changing world","Christopher Waller","fed","speech","Our projections indicate that inflation will decline gradually over the medium term, converging towards our 2% target by mid-2026. However, risks to this forecast are tilted to the upside, reflecting uncertainty around global commodity markets and domestic wage dynamics.

Inflation has remained broadly stable over the past quarter, with headline CPI edging up to 4.7%. Core inflation, which strips out volatile food and energy prices, has shown signs of easing. We continue to monitor inflation expectations closely, as their anchoring is critical for the credibility of our monetary policy framework.

Our projections indicate that inflation will converge over the medium term, converging towards our 2% target by late 2025. However, risks to this forecast are tilted to the downside, reflecting uncertainty around global commodity markets and domestic wage dynamics.","https://example.com/fed/20190813-88","inflation_outlook"
"2019-09-02","Global risks and domestic implications","Fabio Panetta","ecb","speech","Commodity prices, particularly oil, have risen sharply. This reflects seasonal factors. The impact on domestic inflation will depend on the persistence of these price movements and the degree of pass-through to consumer prices.

Geopolitical risks have evolved since our previous assessment. The conflict in Eastern Europe continues to weigh on European growth. These developments pose risks to global supply chains, energy markets, and trade flows. The exchange rate has remained broadly stable by 2.5% on a trade-weighted basis.

The global economic environment remains gradually loosening. Growth in major trading partners has diverged, with divergent paths across regions. The euro area continues to face headwinds, while emerging Asia faces capital outflow pressures.

The economy grew by 3.4% in the latest quarter, slightly below market expectations. Business investment has remained subdued, supported by public sector spending. The services sector continues to show resilience, while manufacturing output has shown tentative signs of recovery.","https://example.com/ecb/20190902-89","global_risks"
"2019-09-23","The international economic outlook","Silvana Tenreyro","boe","speech","Geopolitical risks have intensified since our previous assessment. The conflict in Eastern Europe continues to weigh on European growth. These developments pose risks to global supply chains, energy markets, and trade flows. The exchange rate has appreciated by 0.8% on a trade-weighted basis.

Geopolitical risks have remained elevated since our previous assessment. The conflict in Eastern Europe continues to weigh on European growth. These developments pose risks to global supply chains, energy markets, and trade flows. The exchange rate has depreciated by 2.5% on a trade-weighted basis.

The global economic environment remains tight. Growth in major trading partners has diverged, with divergent paths across regions. The United States continues to face headwinds, while sub-Saharan Africa faces fiscal consolidation needs.

Our central projection is for GDP growth of 0.5% in 2026, with risks skewed to the downside. Potential output growth is estimated at around 1.5%, reflecting structural factors including demographics, capital deepening, and total factor productivity trends.","https://example.com/boe/20190923-90","global_risks"
"2019-10-14","The international economic outlook","Lael Brainard","fed","speech","The global economic environment remains tight. Growth in major trading partners has remained resilient, with divergent paths across regions. The United States continues to recover gradually, while Latin America faces capital outflow pressures.

Commodity prices, particularly natural gas, have remained volatile. This reflects geopolitical risk premia. The impact on domestic inflation will depend on the persistence of these price movements and the degree of pass-through to consumer prices.

Commodity prices, particularly oil, have remained volatile. This reflects geopolitical risk premia. The impact on domestic inflation will depend on the persistence of these price movements and the degree of pass-through to consumer prices.","https://example.com/fed/20191014-91","global_risks"
"2019-10-29","Navigating the economic cycle","Philip Lane","ecb","speech","The economy grew by 3.4% in the latest quarter, slightly above market expectations. Business investment has picked up modestly, supported by public sector spending. The services sector continues to moderate, while manufacturing output has shown tentative signs of recovery.

Household consumption remains subdued, reflecting the balance between real income growth and the drag from higher borrowing costs. Consumer confidence has remained flat in recent months. The housing market shows signs of stabilisation.","https://example.com/ecb/20191029-92","economic_growth"
